activity_name,best_match,confidence_score,category
توصيل,اﻟﺗﺟﻠﻳد,0.958,rejected because has rejistre comercial or hirafi
تقطير المياه,ﺗﺻﻔﻳﺔ اﻟﻣﻳﺎﻩ,0.929,rejected because has rejistre comercial or hirafi
e-commerce,محلل التجارة الإلكترونية,0.953,exist
plombrie générale gaz et eau,Other,0.8,new propodsed
traiteur,Other,0.828,new propodsed
بيع الهواتف والإكسسوارات الهاتف,Other,0.793,new propodsed
مدير قاعات ألعاب,Other,0.773,new propodsed
école de formation médicale,Other,0.791,new propodsed
توزيع وتركيب الاجهزة الطبية,Other,0.784,new propodsed
وكيل عقاري,وساطة عقارية,0.84,rejected because has rejistre comercial or hirafi
produits cosmétiques naturel,Other,0.718,new propodsed
63422,Other,0.536,new propodsed
نجارة الالمينيوم,Other,0.765,new propodsed
plombier ترصيص,عامل تقطيع المصفحة,0.903,exist
vente de voiture d'occasion,تجارة بالتجزئة للسيارات القديمة,0.912,rejected because has rejistre comercial or hirafi
géomètre topographe,géochimiste,0.849,exist
géomètre métreur,Other,0.754,new propodsed
promoteur d'événements culturels,Other,0.804,new propodsed
وسيط في منصات تواصل الاجتماعي للتسويق بالعمولة وتسيير الصفات وتأكيد طلبيات,متخصص في التسويق على وسائل التواصل الاجتماعي,0.866,exist
nettoyage auprès des entreprises et entreprises,منسق النظافة، السلامة والبيئة في الصناعة,0.839,exist
formateur expert en mécatronique auto,Other,0.829,new propodsed
إعادة تدوير نفايات البلاستيك,اﺳﺗرﺟﺎع و رﺣﻲ اﻟﻣواد اﻟﺑﻼﺳﺗﻳﻛﻳﺔ,0.91,rejected because has rejistre comercial or hirafi
soudor,Other,0.689,new propodsed
ingénieur expert en risques industriels et automobiles,Other,0.809,new propodsed
printful designer en ecommerce,Other,0.79,new propodsed
printful designer in ecommerce,Other,0.78,new propodsed
infographie design,Other,0.785,new propodsed
livreur avec véhicule,و كيل نقل البضائع,0.871,rejected because has rejistre comercial or hirafi
مجال تجارة الدومينات,تجارة بالتجزئة للزرابي,0.85,rejected because has rejistre comercial or hirafi
livreur,cadreur,0.87,exist
خدمات الاتصال,استشاري الاتصالات,0.884,exist
formateur,cadreur,0.847,exist
التصميم الداخلي,Other,0.746,new propodsed
responsable commercial,Other,0.827,new propodsed
recyclage du plastique pour faire des ecoscupltures décoratifs,اﺳﺗرﺟﺎع و رﺣﻲ اﻟﻣواد اﻟﺑﻼﺳﺗﻳﻛﻳﺔ,0.845,rejected because has rejistre comercial or hirafi
gérante d'entreprise de vente en ligne et service client,متخصص في إدارة علاقات العملاء عبر الإنترنت,0.886,exist
مزرعة نموذجية,Other,0.794,new propodsed
نشاط حرفي صناعة الاثاث,ﺻﻧﺎﻋــﺔ اﻷﻗﻔــﺎص,0.881,rejected because has rejistre comercial or hirafi
فلاحة,اﻟﺳﺎﻗﻳﺔ,0.957,rejected because has rejistre comercial or hirafi
palette on bois,Other,0.748,new propodsed
صنع حلويات في المنزل,Other,0.71,new propodsed
مرشد سياحي,Other,0.785,new propodsed
emballage de légumes,Other,0.782,new propodsed
technicien polyvalent en mécanique et travail des métaux,technicien polyvalent en mécanique et travail des métaux,1.0,exist
prothésiste مرمم أسنان,طبيب رمامة الأسنان ( رمامة الأسنان,0.859,rejected because has rejistre comercial or hirafi
soudage professionnel tig baguette,Other,0.762,new propodsed
transport des personnes,نقل الأشخاص الموجه,0.879,rejected because has rejistre comercial or hirafi
مسؤول نشر في الصحفوالاذاعة والتلفزيون,رئيس فريق الاعداد في وسائل الإعلام,0.848,exist
موزع الطرود,اﻟﺧردوات,0.885,rejected because has rejistre comercial or hirafi
bureau d'études spécialisé en hygiène et sécurité industrielle et protection de l'environnement,"préventeur hygiène, sécurité et environnement en industrie",0.915,exist
spécialiste capillaire,Other,0.737,new propodsed
توزيع وتركيب الاجهزة الطبية,Other,0.784,new propodsed
styliste capillaire,Other,0.778,new propodsed
خياطة أفرشة الرضع,Other,0.767,new propodsed
import export,Other,0.554,new propodsed
رئيس ورشة بناء و إعادة تهيئة داخلية و خارجية للمباني,Other,0.822,new propodsed
maquilleuse,موتيل,0.882,rejected because has rejistre comercial or hirafi
وسيط عقاري,habilleur,0.886,exist
بناء و صيانة المنازل (كوفرور دهان البنايات بناء),ﺣرﻓﻲ ﻓﻲ ﺗﺻﻠﻳﺢ اﻟﺗﺟﻬﻳزات اﻟﻣﺗﻌﻠﻘﺔ ﺑﺎﻟﺑﻧﺎء واﻷﺷﻐﺎﻝ اﻟﻌﻣوﻣﻳــﺔ,0.877,rejected because has rejistre comercial or hirafi
بائع الكتروني,Other,0.822,new propodsed
"conservation de la nature, gestion des aires protégées",Other,0.667,new propodsed
médiation,Other,0.585,new propodsed
مخبزة,اﻟﻣﺧﺑزة,0.959,rejected because has rejistre comercial or hirafi
la plomberie,opérateur de cintreuse,0.87,exist
électricité auto ambulant,كهرباء السيارات,0.946,rejected because has rejistre comercial or hirafi
الترميم الشامل طلاء بناء ترصيص,ﺗﺻﻠﻳﺢ اﻟرواﻓﻊ و اﻟﻬﻳﺎﻛﻝ,0.862,rejected because has rejistre comercial or hirafi
consultat en tourisme educatif,دليل في السياحة,0.853,rejected because has rejistre comercial or hirafi
صناعة وجبات صحية في المنزل,Other,0.737,new propodsed
industrie des matériaux de nettoyage,صناعة المواقد وتنظيف المداخن غير الصناعية,0.837,rejected because has rejistre comercial or hirafi
voiture avec chauffeur,كراء السيارات مع أو بدون سائق,0.876,rejected because has rejistre comercial or hirafi
agence de tourisme et voyages,وكالة السفر والسياحة,0.981,rejected because has rejistre comercial or hirafi
entreprise de travaux bâtiment,اﻟﺑﻧﺎءات,0.878,rejected because has rejistre comercial or hirafi
styliste / مصممة أزياء,ﺣرﻓﻲ ﺧﻳﺎط وﻣﺻﻣم أزﻳﺎء ﻣﺻﻣم أزﻳﺎء,0.899,rejected because has rejistre comercial or hirafi
livraison en voiture,ﻟﻠﻣرﻛﺑﺎت,0.846,rejected because has rejistre comercial or hirafi
inclusion financière et paiement électronique,Other,0.634,new propodsed
conseiller a l’export,Other,0.733,new propodsed
خياطة منزلية,شَيف منزلي,0.899,exist
maçon,مرشات,0.858,rejected because has rejistre comercial or hirafi
intelligence artificielle,باحث في الذكاء الاصطناعي,0.934,exist
consultant,consultant en management,0.856,exist
خياطة وبيع الالبسة,تجارة بالتجزئة للحوم القصابة ، الممارسة على العرض,0.838,rejected because has rejistre comercial or hirafi
étanchéité et isolations dans le domaine du bâtiment,Other,0.722,new propodsed
recyclage et destruction des ordures ménagères et industriel,إزالة ومعالجة النفايات,0.906,rejected because has rejistre comercial or hirafi
aménagement des espaces verts et jardinage,Other,0.809,new propodsed
peinture,peintre en décor spectacle,0.874,exist
مراقب لأمن الأنظمة المعلوماتية,مدقق أمن تكنولوجيا المعلومات,0.926,exist
trader ou spéculateur indépendant,Other,0.77,new propodsed
استخلاص الزيوت بجميع أنواعها,Other,0.797,new propodsed
استخلاص الزيوت بجميع أنواعها,Other,0.797,new propodsed
غسيل الملابس و الأفرشة,ﺗﺻﻠﻳﺢ أﻵت ﻏﺳﻳﻝ اﻟﻣﻼﺑس,0.963,rejected because has rejistre comercial or hirafi
سيارة اجرى,اﻟﺳﻳﺎرات,0.853,rejected because has rejistre comercial or hirafi
communication et publicité,Other,0.787,new propodsed
trading futures,Other,0.766,new propodsed
medecin specialiste en chirurgie,Other,0.774,new propodsed
créateur de contenu sur les réseaux …صانع,Other,0.802,new propodsed
créateur de contenu sur les réseaux …صانع,Other,0.802,new propodsed
"التركيب الصحّي و الغاز  cfpareo1    يناير 01, 2013",Other,0.685,new propodsed
60101,Other,0.581,new propodsed
الأشغال الريفية و إسغلال الغابات,Other,0.82,new propodsed
peintre,peintre en décor spectacle,0.892,exist
"attachement, situation de travaux, métrés..",Other,0.703,new propodsed
نقل الأشخاص,نقل الأشخاص الموجه,0.943,rejected because has rejistre comercial or hirafi
سائق الأفراد,سائق(ة) للأفراد,0.947,exist
كروشيه كليم,منمق-منقح بالكروم,0.942,exist
محلل جودة محتوى البيانات /analyste qualité du contenu  de données,Other,0.653,new propodsed
منظف,خطاط,0.94,exist
تربية المائيات,Other,0.812,new propodsed
تلحيم أبواب والنوافذ,Other,0.703,new propodsed
affiliate marketing التسويق بالعمولة,Other,0.687,new propodsed
فحص وصيانة أعطاب الآبار الارتوازية,Other,0.714,new propodsed
صناعة الاحذية,ﺻﻧﺎﻋﺔ ﻣﻛوﻧﺎت اﻷﺣذﻳﺔ,0.939,rejected because has rejistre comercial or hirafi
management industriel,Other,0.797,new propodsed
trading futures,Other,0.766,new propodsed
تركيب وتصليح,ﺗرﻛﻳب و ﺗﺻﻠﻳﺢ,0.969,rejected because has rejistre comercial or hirafi
خياطة ملابس,اﻟﻣﻼﺑس,0.964,rejected because has rejistre comercial or hirafi
électricité bâtiment,ﺣرﻓﻲ ﻛﻬرﺑﺎﺋﻲ  ﻓﻲ اﻟﺑﻧﺎﻳﺎت ﺗرﻛﻳب اﻟﻛﻬرﺑﺎء,0.917,rejected because has rejistre comercial or hirafi
النقل,تسيير هياكل النقل البري,0.865,rejected because has rejistre comercial or hirafi
gala,Other,0.703,new propodsed
مدرب في تطوير الذات,Other,0.656,new propodsed
خياطة الملابس النسائية,Other,0.824,new propodsed
دليل ومرشد سياحي,دليل في السياحة,0.834,rejected because has rejistre comercial or hirafi
livreur,cadreur,0.87,exist
تسويق وتوزيع المنتجات,Other,0.76,new propodsed
spécialiste du marketing d'affiliation (متخصص في التسويق بالعمولة),Other,0.781,new propodsed
la vente en ligne des produits cosmétiques naturels,Other,0.808,new propodsed
كهربائي التجهيزات العمرانية و الصناعية,كهربائي التجهيزات الصناعية,0.861,exist
automatisation des processus robotisés,Other,0.763,new propodsed
كل مايتعلق باللانشطة الكهربائية,Other,0.709,new propodsed
hygiene desinsectisation deratisation et desinfection,Other,0.714,new propodsed
جمعيات لي ترفيه للاطفال بدون رحلات,Other,0.766,new propodsed
web hosting,Other,0.717,new propodsed
trader sur les marchés boursiers,وسطاء في عمليات البورصة,0.927,rejected because has rejistre comercial or hirafi
immobilier,إدارة الأملاك العقارية,0.874,rejected because has rejistre comercial or hirafi
مركز ترفيه وتسلية,استغلال قاعات الاستعراضات ، التسلية والترفيه الأخرى,0.877,rejected because has rejistre comercial or hirafi
كهربائي بنايات,ﺣرﻓﻲ ﻛﻬرﺑﺎﺋﻲ  ﻓﻲ اﻟﺑﻧﺎﻳﺎت ﺗرﻛﻳب اﻟﻛﻬرﺑﺎء,0.921,rejected because has rejistre comercial or hirafi
immobilier,إدارة الأملاك العقارية,0.874,rejected because has rejistre comercial or hirafi
